ISBN	LCCN	NLMCN	Classification	Source	Date Added
9780203279557	HT653.G7G58 1996		HT	OpenLibrary	2026/03/08
9780203279564	97000473			UAlberta	2026/03/08
9780203279571	DG282.L58 1999		DG	OpenLibrary	2026/03/08
9780203279649	HC430.T4G8 1999		HC	OpenLibrary	2026/03/08
9780203279656	96016039			UAlberta	2026/03/08
9780203279687	96003329			UAlberta	2026/03/08
