ISBN	LCCN	LCCN Source	Classification	NLM	NLM Source	Date
1003827950	QA76.575	metacoll.PVZ.updates.D20240604.T213014.OCLCConsolidated.1 (1)	QA			2026-04-10 11:57:50
100381932X	R859.7.B56 B56 2024	metacoll.PVZ.updates.D20240604.T213014.OCLCConsolidated.1 (1)	R			2026-04-10 11:57:50
9781394196463	QA76.9.A25 A674 2024	metacoll.PVZ.updates.D20240604.T213014.OCLCConsolidated.1 (1)	QA			2026-04-10 11:57:50
