Call Number Type	ISBN	Target	Date Attempted	Reason
LCCN	9788878204089	UCB	2026-04-10	No records found in UCB.
LCCN	9788878204089	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9788876181320	UCB	2026-04-10	No records found in UCB.
LCCN	9788876181320	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9788876181474	UCB	2026-04-10	No records found in UCB.
LCCN	9788876181474	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9788984323629	UCB	2026-04-10	No records found in UCB.
LCCN	9788984323629	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9789600223088	UCB	2026-04-10	No records found in UCB.
LCCN	9789600223088	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9789609831253	UCB	2026-04-10	No records found in UCB.
LCCN	9789609831253	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9789637043253	UCB	2026-04-10	No records found in UCB.
LCCN	9789637043253	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9789638747228	UCB	2026-04-10	No records found in UCB.
LCCN	9789638747228	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9789799420268	UCB	2026-04-10	No records found in UCB.
LCCN	9789799420268	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9789991939803	UCB	2026-04-10	No records found in UCB.
LCCN	9789991939803	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9789995738228	UCB	2026-04-10	No records found in UCB.
LCCN	9789995738228	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000001009	UCB	2026-04-10	No records found in UCB.
LCCN	9780000001009	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000004567	UCB	2026-04-10	No records found in UCB.
LCCN	9780000004567	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000017796	UCB	2026-04-10	No records found in UCB.
LCCN	9780000017796	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000017802	UCB	2026-04-10	No records found in UCB.
LCCN	9780000017802	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000017819	UCB	2026-04-10	No records found in UCB.
LCCN	9780000017819	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000017826	UCB	2026-04-10	No records found in UCB.
LCCN	9780000017826	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000033963	UCB	2026-04-10	No records found in UCB.
LCCN	9780000033963	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000039040	UCB	2026-04-10	No records found in UCB.
LCCN	9780000039040	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000107688	UCB	2026-04-10	No records found in UCB.
LCCN	9780000107688	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000126832	UCB	2026-04-10	No records found in UCB.
LCCN	9780000126832	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000135629	UCB	2026-04-10	No records found in UCB.
LCCN	9780000135629	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000135773	UCB	2026-04-10	No records found in UCB.
LCCN	9780000135773	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000137029	UCB	2026-04-10	No records found in UCB.
LCCN	9780000137029	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000164742	UCB	2026-04-10	No records found in UCB.
LCCN	9780000164742	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000169921	UCB	2026-04-10	No records found in UCB.
LCCN	9780000169921	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000172105	UCB	2026-04-10	No records found in UCB.
LCCN	9780000172105	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000172846	UCB	2026-04-10	No records found in UCB.
LCCN	9780000172846	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000172938	UCB	2026-04-10	No records found in UCB.
LCCN	9780000172938	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000177070	UCB	2026-04-10	No records found in UCB.
LCCN	9780000177070	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000177100	UCB	2026-04-10	No records found in UCB.
LCCN	9780000177100	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000177216	UCB	2026-04-10	No records found in UCB.
LCCN	9780000177216	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000180285	UCB	2026-04-10	No records found in UCB.
LCCN	9780000180285	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000186027	UCB	2026-04-10	No records found in UCB.
LCCN	9780000186027	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000186416	UCB	2026-04-10	No records found in UCB.
LCCN	9780000186416	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000188106	UCB	2026-04-10	No records found in UCB.
LCCN	9780000188106	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000188588	UCB	2026-04-10	No records found in UCB.
LCCN	9780000188588	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000188755	UCB	2026-04-10	No records found in UCB.
LCCN	9780000188755	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000190246	UCB	2026-04-10	No records found in UCB.
LCCN	9780000190246	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000191816	UCB	2026-04-10	No records found in UCB.
LCCN	9780000191816	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000192363	UCB	2026-04-10	No records found in UCB.
LCCN	9780000192363	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000194695	UCB	2026-04-10	No records found in UCB.
LCCN	9780000194695	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000198440	UCB	2026-04-10	No records found in UCB.
LCCN	9780000198440	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000210777	UCB	2026-04-10	No records found in UCB.
LCCN	9780000210777	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000278715	UCB	2026-04-10	No records found in UCB.
LCCN	9780000278715	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000555014	UCB	2026-04-10	No records found in UCB.
LCCN	9780000555014	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000622358	UCB	2026-04-10	No records found in UCB.
LCCN	9780000622358	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000659453	UCB	2026-04-10	No records found in UCB.
LCCN	9780000659453	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000901033	UCB	2026-04-10	No records found in UCB.
LCCN	9780000901033	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000901040	UCB	2026-04-10	Skipped due to retry window (3 days)
LCCN	9780000901040	UAlberta	2026-04-10	Skipped due to retry window (3 days)
LCCN	9780000901088	UCB	2026-04-10	No records found in UCB.
LCCN	9780000901088	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000901095	UCB	2026-04-10	No records found in UCB.
LCCN	9780000901095	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000901101	UCB	2026-04-10	No records found in UCB.
LCCN	9780000901101	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000901125	UCB	2026-04-10	No records found in UCB.
LCCN	9780000901125	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000901132	UCB	2026-04-10	No records found in UCB.
LCCN	9780000901132	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000901149	UCB	2026-04-10	No records found in UCB.
LCCN	9780000901149	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000901163	UCB	2026-04-10	No records found in UCB.
LCCN	9780000901163	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000901170	UCB	2026-04-10	No records found in UCB.
LCCN	9780000901170	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000901187	UCB	2026-04-10	No records found in UCB.
LCCN	9780000901187	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780000901194	UCB	2026-04-10	No records found in UCB.
LCCN	9780000901194	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780001011397	UCB	2026-04-10	No records found in UCB.
LCCN	9780001011397	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780001011403	UCB	2026-04-10	No records found in UCB.
LCCN	9780001011403	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780001011427	UCB	2026-04-10	No records found in UCB.
LCCN	9780001011427	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780001011458	UCB	2026-04-10	No records found in UCB.
LCCN	9780001011458	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780001015173	UCB	2026-04-10	No records found in UCB.
LCCN	9780001015173	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780001015227	UCB	2026-04-10	No records found in UCB.
LCCN	9780001015227	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780001015234	UCB	2026-04-10	Skipped due to retry window (3 days)
LCCN	9780001015234	UAlberta	2026-04-10	Skipped due to retry window (3 days)
LCCN	9780001335813	UCB	2026-04-10	No records found in UCB.
LCCN	9780001335813	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780001982925	UCB	2026-04-10	No records found in UCB.
LCCN	9780001982925	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780002001007	UCB	2026-04-10	No records found in UCB.
LCCN	9780002001007	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002005401	UCB	2026-04-10	No records found in UCB.
LCCN	9780002005401	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002005425	UCB	2026-04-10	No records found in UCB.
LCCN	9780002005531	UCB	2026-04-10	No records found in UCB.
LCCN	9780002005531	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780002005579	UCB	2026-04-10	No records found in UCB.
LCCN	9780002005647	UCB	2026-04-10	No records found in UCB.
LCCN	9780002005647	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002005654	UCB	2026-04-10	No records found in UCB.
LCCN	9780002005654	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002005661	UCB	2026-04-10	No records found in UCB.
LCCN	9780002005807	UCB	2026-04-10	No records found in UCB.
LCCN	9780002005838	UCB	2026-04-10	No records found in UCB.
LCCN	9780002005845	UCB	2026-04-10	No records found in UCB.
LCCN	9780002005845	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002005869	UCB	2026-04-10	No records found in UCB.
LCCN	9780002005890	UCB	2026-04-10	No records found in UCB.
LCCN	9780002005890	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002005906	UCB	2026-04-10	No records found in UCB.
LCCN	9780002006057	UCB	2026-04-10	No records found in UCB.
LCCN	9780002006057	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002006071	UCB	2026-04-10	No records found in UCB.
LCCN	9780002006071	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002006101	UCB	2026-04-10	No records found in UCB.
LCCN	9780002006101	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002006262	UCB	2026-04-10	No records found in UCB.
LCCN	9780002006262	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002006309	UCB	2026-04-10	No records found in UCB.
LCCN	9780002006309	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002006569	UCB	2026-04-10	No records found in UCB.
LCCN	9780002006569	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780002006699	UCB	2026-04-10	No records found in UCB.
LCCN	9780002006699	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002006712	UCB	2026-04-10	No records found in UCB.
LCCN	9780002006712	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002006903	UCB	2026-04-10	No records found in UCB.
LCCN	9780002007146	UCB	2026-04-10	No records found in UCB.
LCCN	9780002007146	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002007207	UCB	2026-04-10	No records found in UCB.
LCCN	9780002007207	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002007238	UCB	2026-04-10	No records found in UCB.
LCCN	9780002007238	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002007245	UCB	2026-04-10	No records found in UCB.
LCCN	9780002007245	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002007269	UCB	2026-04-10	No records found in UCB.
LCCN	9780002007344	UCB	2026-04-10	No records found in UCB.
LCCN	9780002007436	UCB	2026-04-10	No records found in UCB.
LCCN	9780002007436	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002007603	UCB	2026-04-10	No records found in UCB.
LCCN	9780002007603	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002007634	UCB	2026-04-10	No records found in UCB.
LCCN	9780002007634	UAlberta	2026-04-10	No records found in UAlberta.
LCCN	9780002007641	UCB	2026-04-10	No records found in UCB.
LCCN	9780002007641	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002007764	UCB	2026-04-10	No records found in UCB.
LCCN	9780002007818	UCB	2026-04-10	No records found in UCB.
LCCN	9780002007818	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002007849	UCB	2026-04-10	No records found in UCB.
LCCN	9780002007849	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002007931	UCB	2026-04-10	No records found in UCB.
LCCN	9780002007931	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002007948	UCB	2026-04-10	No records found in UCB.
LCCN	9780002007948	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002007993	UCB	2026-04-10	No records found in UCB.
LCCN	9780002007993	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002008136	UCB	2026-04-10	No records found in UCB.
LCCN	9780002008136	UAlberta	2026-04-10	Record found but no LCCN field
LCCN	9780002008310	UCB	2026-04-10	No records found in UCB.
LCCN	9780002008310	UAlberta	2026-04-10	Record found but no LCCN field
